Job post title;Firm name;Firm page;International students
Stage Audit&Risk;Leroy Merlin Italia;https://cosp.careerserviceunimi.it/scheda-azienda.php?idAzienda=57;FALSE
Stage Demand Planner;Leroy Merlin Italia;https://cosp.careerserviceunimi.it/scheda-azienda.php?idAzienda=57;FALSE
Stage Assistant Project Manager;Leroy Merlin Italia;https://cosp.careerserviceunimi.it/scheda-azienda.php?idAzienda=57;FALSE
Stage Data Scientist;Leroy Merlin Italia;https://cosp.careerserviceunimi.it/scheda-azienda.php?idAzienda=57;FALSE
Stage Data Engineer;Leroy Merlin Italia;https://cosp.careerserviceunimi.it/scheda-azienda.php?idAzienda=57;FALSE
Manager di Negozio in Training;Manpower;https://cosp.careerserviceunimi.it/scheda-azienda.php?idAzienda=144;FALSE
Performance Manager in Training;Manpower;https://cosp.careerserviceunimi.it/scheda-azienda.php?idAzienda=144;FALSE
Stage Finanza;Manpower;https://cosp.careerserviceunimi.it/scheda-azienda.php?idAzienda=144;FALSE
Marketplace Category Internship;Manpower;https://cosp.careerserviceunimi.it/scheda-azienda.php?idAzienda=144;FALSE
Marketplace Sales Internship;Manpower;https://cosp.careerserviceunimi.it/scheda-azienda.php?idAzienda=144;FALSE
Stage Audit&Risk;Manpower;https://cosp.careerserviceunimi.it/scheda-azienda.php?idAzienda=144;FALSE
Stage Demand Planner;Manpower;https://cosp.careerserviceunimi.it/scheda-azienda.php?idAzienda=144;FALSE
Stage Assistant Project Manager;Manpower;https://cosp.careerserviceunimi.it/scheda-azienda.php?idAzienda=144;FALSE
Stage Data Scientist;Manpower;https://cosp.careerserviceunimi.it/scheda-azienda.php?idAzienda=144;FALSE
Stage Data Engineer;Manpower;https://cosp.careerserviceunimi.it/scheda-azienda.php?idAzienda=144;FALSE
Graduate Programme;Marsh;https://cosp.careerserviceunimi.it/scheda-azienda.php?idAzienda=138;FALSE
Junior Client Advisor – Corporate Genoa;Marsh;https://cosp.careerserviceunimi.it/scheda-azienda.php?idAzienda=138;FALSE
Junior Client Advisor – Mercer Marsh Benefits Genoa;Marsh;https://cosp.careerserviceunimi.it/scheda-azienda.php?idAzienda=138;FALSE
Insurance Policy Administrator;Marsh;https://cosp.careerserviceunimi.it/scheda-azienda.php?idAzienda=138;FALSE
JUNIOR CLIENT ADVISOR – AFFINITY;Marsh;https://cosp.careerserviceunimi.it/scheda-azienda.php?idAzienda=138;FALSE
Junior Client Advisor - SURETY SPECIALTY;Marsh;https://cosp.careerserviceunimi.it/scheda-azienda.php?idAzienda=138;FALSE
JUNIOR SALES GRADUATE PROGRAMME;Marsh;https://cosp.careerserviceunimi.it/scheda-azienda.php?idAzienda=138;FALSE
Associate Consultant – Health, Safety, Environmental Risk (HSE);Marsh;https://cosp.careerserviceunimi.it/scheda-azienda.php?idAzienda=138;FALSE
